holdout_control,holdout_endo,holdout_exo,strategy,macro_f1,balanced_accuracy,accuracy,region_coverage,is_full_region_holdout,is_control_cerebellum_only_mouse,is_endo_cerebellum_only_mouse,is_exo_cerebellum_only_mouse,n_cerebellum_only_mice_holdout,is_mk3_control_holdout,is_cerebellum_stress_holdout,regions_control_str,regions_endo_str,regions_exo_str,holdout_regions_str
mk1,mend3,mexo2a,h1_router_fb_cerebellum,0.1149425287356322,0.2777777777777778,0.20833333333333334,3,true,0,1,0,1,false,true,cortex,cerebellum,cortex|striatum,cerebellum|striatum|cortex
mk1,mend3,mexo2a,h1_router_fb_cortex_striatum,0.5555555555555555,0.6666666666666666,0.75,3,true,0,1,0,1,false,true,cortex,cerebellum,cortex|striatum,cortex|cerebellum|striatum
mk1,mend3,mexo2b,h1_fallback_proxy_top1_top1_a017,0.5252525252525252,0.6111111111111112,0.6666666666666666,3,true,0,1,0,1,false,true,cortex,cerebellum,cortex|striatum,cerebellum|cortex|striatum
mk1,mend3,mexo2b,h1_primary_proxy_top3_top4_a007,0.516078431372549,0.6111111111111112,0.7083333333333334,3,true,0,1,0,1,false,true,cortex,cerebellum,cortex|striatum,striatum|cerebellum|cortex
mk1,mend3,mexo2b,h1_router_fb_cerebellum,0.516078431372549,0.6111111111111112,0.7083333333333334,3,true,0,1,0,1,false,true,cortex,cerebellum,cortex|striatum,cerebellum|cortex|striatum
mk1,mend3,mexo2b,h1_router_fb_cortex_striatum,0.5252525252525252,0.6111111111111112,0.6666666666666666,3,true,0,1,0,1,false,true,cortex,cerebellum,cortex|striatum,cerebellum|striatum|cortex
mk2a,mend1,mexo3,h1_fallback_proxy_top1_top1_a017,0.4724310776942356,0.5,0.5333333333333333,3,true,0,0,1,1,false,true,cortex|striatum,cortex,cerebellum,cortex|striatum|cerebellum
mk2a,mend1,mexo3,h1_primary_proxy_top3_top4_a007,0.7857142857142857,0.7777777777777777,0.8666666666666667,3,true,0,0,1,1,false,true,cortex|striatum,cortex,cerebellum,striatum|cerebellum|cortex
mk2a,mend1,mexo3,h1_router_fb_cerebellum,0.4724310776942356,0.5,0.5333333333333333,3,true,0,0,1,1,false,true,cortex|striatum,cortex,cerebellum,striatum|cortex|cerebellum
mk2a,mend1,mexo3,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777777,0.8666666666666667,3,true,0,0,1,1,false,true,cortex|striatum,cortex,cerebellum,cerebellum|cortex|striatum
mk2a,mend2b,mexo3,h1_fallback_proxy_top1_top1_a017,0.6638655462184874,0.7222222222222222,0.7222222222222222,3,true,0,0,1,1,false,true,cortex|striatum,cortex|striatum,cerebellum,cerebellum|striatum|cortex
mk2a,mend2b,mexo3,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0,3,true,0,0,1,1,false,true,cortex|striatum,cortex|striatum,cerebellum,striatum|cortex|cerebellum
mk2a,mend2b,mexo3,h1_router_fb_cerebellum,0.6638655462184874,0.7222222222222222,0.7222222222222222,3,true,0,0,1,1,false,true,cortex|striatum,cortex|striatum,cerebellum,cortex|striatum|cerebellum
mk2a,mend2b,mexo3,h1_router_fb_cortex_striatum,1.0,1.0,1.0,3,true,0,0,1,1,false,true,cortex|striatum,cortex|striatum,cerebellum,striatum|cortex|cerebellum
mk2a,mend3,mexo2b,h1_fallback_proxy_top1_top1_a017,0.5696969696969697,0.6111111111111112,0.7333333333333333,3,true,0,1,0,1,false,true,cortex|striatum,cerebellum,cortex|striatum,striatum|cortex|cerebellum
mk2a,mend3,mexo2b,h1_primary_proxy_top3_top4_a007,0.6,0.6666666666666666,0.8,3,true,0,1,0,1,false,true,cortex|striatum,cerebellum,cortex|striatum,striatum|cerebellum|cortex
mk2a,mend3,mexo2b,h1_router_fb_cerebellum,0.6,0.6666666666666666,0.8,3,true,0,1,0,1,false,true,cortex|striatum,cerebellum,cortex|striatum,cerebellum|cortex|striatum
mk2a,mend3,mexo2b,h1_router_fb_cortex_striatum,0.5696969696969697,0.6111111111111112,0.7333333333333333,3,true,0,1,0,1,false,true,cortex|striatum,cerebellum,cortex|striatum,striatum|cortex|cerebellum
mk2a,mend3,mexo3,h1_fallback_proxy_top1_top1_a017,0.29523809523809524,0.3888888888888889,0.4666666666666667,3,true,0,1,1,2,false,true,cortex|striatum,cerebellum,cerebellum,cerebellum|striatum|cortex
mk2a,mend3,mexo3,h1_primary_proxy_top3_top4_a007,0.6,0.6666666666666666,0.8,3,true,0,1,1,2,false,true,cortex|striatum,cerebellum,cerebellum,cerebellum|cortex|striatum
mk2a,mend3,mexo3,h1_router_fb_cerebellum,0.29523809523809524,0.3888888888888889,0.4666666666666667,3,true,0,1,1,2,false,true,cortex|striatum,cerebellum,cerebellum,cerebellum|striatum|cortex
mk2a,mend3,mexo3,h1_router_fb_cortex_striatum,0.6,0.6666666666666666,0.8,3,true,0,1,1,2,false,true,cortex|striatum,cerebellum,cerebellum,cortex|cerebellum|striatum
mk2b,mend1,mexo2a,h1_fallback_proxy_top1_top1_a017,0.7857142857142857,0.7777777777777777,0.8666666666666667,2,false,0,0,0,0,false,false,cortex|striatum,cortex,cortex|striatum,striatum|cortex
mk2b,mend1,mexo2a,h1_primary_proxy_top3_top4_a007,0.3666666666666667,0.4444444444444444,0.4666666666666667,2,false,0,0,0,0,false,false,cortex|striatum,cortex,cortex|striatum,cortex|striatum
mk2b,mend1,mexo2a,h1_router_fb_cerebellum,0.3666666666666667,0.4444444444444444,0.4666666666666667,2,false,0,0,0,0,false,false,cortex|striatum,cortex,cortex|striatum,cortex|striatum
mk2b,mend1,mexo2a,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777777,0.8666666666666667,2,false,0,0,0,0,false,false,cortex|striatum,cortex,cortex|striatum,cortex|striatum
mk2b,mend1,mexo2b,h1_fallback_proxy_top1_top1_a017,0.7220779220779221,0.7222222222222222,0.8,2,false,0,0,0,0,false,false,cortex|striatum,cortex,cortex|striatum,cortex|striatum
mk2b,mend1,mexo2b,h1_primary_proxy_top3_top4_a007,0.7857142857142857,0.7777777777777777,0.8666666666666667,2,false,0,0,0,0,false,false,cortex|striatum,cortex,cortex|striatum,cortex|striatum
mk2b,mend1,mexo2b,h1_router_fb_cerebellum,0.7857142857142857,0.7777777777777777,0.8666666666666667,2,false,0,0,0,0,false,false,cortex|striatum,cortex,cortex|striatum,cortex|striatum
mk2b,mend1,mexo2b,h1_router_fb_cortex_striatum,0.7220779220779221,0.7222222222222222,0.8,2,false,0,0,0,0,false,false,cortex|striatum,cortex,cortex|striatum,cortex|striatum
mk2b,mend2a,mexo2a,h1_fallback_proxy_top1_top1_a017,1.0,1.0,1.0,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,striatum|cortex
mk2b,mend2a,mexo2a,h1_primary_proxy_top3_top4_a007,0.5555555555555555,0.6666666666666666,0.6666666666666666,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,cortex|striatum
mk2b,mend2a,mexo2a,h1_router_fb_cerebellum,0.5555555555555555,0.6666666666666666,0.6666666666666666,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,cortex|striatum
mk2b,mend2a,mexo2a,h1_router_fb_cortex_striatum,1.0,1.0,1.0,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,cortex|striatum
mk2b,mend2a,mexo2b,h1_fallback_proxy_top1_top1_a017,0.9440559440559441,0.9444444444444445,0.9444444444444444,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,cortex|striatum
mk2b,mend2a,mexo2b,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,striatum|cortex
mk2b,mend2a,mexo2b,h1_router_fb_cerebellum,1.0,1.0,1.0,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,cortex|striatum
mk2b,mend2a,mexo2b,h1_router_fb_cortex_striatum,0.9440559440559441,0.9444444444444445,0.9444444444444444,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,cortex|striatum
mk2b,mend2a,mexo3,h1_fallback_proxy_top1_top1_a017,0.6638655462184874,0.7222222222222222,0.7222222222222222,3,true,0,0,1,1,false,true,cortex|striatum,cortex|striatum,cerebellum,cerebellum|striatum|cortex
mk2b,mend2a,mexo3,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0,3,true,0,0,1,1,false,true,cortex|striatum,cortex|striatum,cerebellum,cortex|cerebellum|striatum
mk2b,mend2a,mexo3,h1_router_fb_cerebellum,0.6638655462184874,0.7222222222222222,0.7222222222222222,3,true,0,0,1,1,false,true,cortex|striatum,cortex|striatum,cerebellum,cerebellum|cortex|striatum
mk2b,mend2a,mexo3,h1_router_fb_cortex_striatum,1.0,1.0,1.0,3,true,0,0,1,1,false,true,cortex|striatum,cortex|striatum,cerebellum,cerebellum|cortex|striatum
mk2b,mend2b,mexo2a,h1_fallback_proxy_top1_top1_a017,1.0,1.0,1.0,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,striatum|cortex
mk2b,mend2b,mexo2a,h1_primary_proxy_top3_top4_a007,0.5555555555555555,0.6666666666666666,0.6666666666666666,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,cortex|striatum
mk2b,mend2b,mexo2a,h1_router_fb_cerebellum,0.5555555555555555,0.6666666666666666,0.6666666666666666,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,cortex|striatum
mk2b,mend2b,mexo2a,h1_router_fb_cortex_striatum,1.0,1.0,1.0,2,false,0,0,0,0,false,false,cortex|striatum,cortex|striatum,cortex|striatum,striatum|cortex
mk3,mend1,mexo2b,h1_fallback_proxy_top1_top1_a017,0.4756717501815541,0.48888888888888893,0.5357142857142857,3,true,1,0,0,1,true,true,cerebellum,cortex,cortex|striatum,cortex|cerebellum|striatum
mk3,mend1,mexo2b,h1_primary_proxy_top3_top4_a007,0.6444444444444444,0.6444444444444445,0.7142857142857143,3,true,1,0,0,1,true,true,cerebellum,cortex,cortex|striatum,striatum|cortex|cerebellum
mk3,mend1,mexo2b,h1_router_fb_cerebellum,0.52684246112238,0.5444444444444444,0.6071428571428571,3,true,1,0,0,1,true,true,cerebellum,cortex,cortex|striatum,cerebellum|striatum|cortex
mk3,mend1,mexo2b,h1_router_fb_cortex_striatum,0.5878787878787879,0.5888888888888889,0.6428571428571429,3,true,1,0,0,1,true,true,cerebellum,cortex,cortex|striatum,cortex|striatum|cerebellum
mk3,mend1,mexo3,h1_fallback_proxy_top1_top1_a017,0.27758284600389865,0.26666666666666666,0.25,2,false,1,0,1,2,true,true,cerebellum,cortex,cerebellum,cortex|cerebellum
mk3,mend1,mexo3,h1_primary_proxy_top3_top4_a007,0.6444444444444444,0.6444444444444445,0.7142857142857143,2,false,1,0,1,2,true,true,cerebellum,cortex,cerebellum,cortex|cerebellum
mk3,mend1,mexo3,h1_router_fb_cerebellum,0.27758284600389865,0.26666666666666666,0.25,2,false,1,0,1,2,true,true,cerebellum,cortex,cerebellum,cortex|cerebellum
mk3,mend1,mexo3,h1_router_fb_cortex_striatum,0.6444444444444444,0.6444444444444445,0.7142857142857143,2,false,1,0,1,2,true,true,cerebellum,cortex,cerebellum,cerebellum|cortex
mk3,mend2a,mexo1,h1_fallback_proxy_top1_top1_a017,0.5230769230769231,0.5444444444444444,0.6071428571428571,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex,cortex|striatum|cerebellum
mk3,mend2a,mexo1,h1_primary_proxy_top3_top4_a007,0.7957875457875457,0.8111111111111112,0.8214285714285714,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex,cerebellum|striatum|cortex
mk3,mend2a,mexo1,h1_router_fb_cerebellum,0.6584757834757835,0.7111111111111111,0.7142857142857143,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex,cerebellum|cortex|striatum
mk3,mend2a,mexo1,h1_router_fb_cortex_striatum,0.6470741901776385,0.6444444444444445,0.7142857142857143,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex,cortex|striatum|cerebellum
mk3,mend2a,mexo2a,h1_fallback_proxy_top1_top1_a017,0.7374005305039787,0.7666666666666666,0.7941176470588235,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex|striatum,striatum|cerebellum|cortex
mk3,mend2a,mexo2a,h1_primary_proxy_top3_top4_a007,0.46285714285714286,0.5333333333333333,0.5294117647058824,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex|striatum,cerebellum|cortex|striatum
mk3,mend2a,mexo2a,h1_router_fb_cerebellum,0.3876923076923077,0.43333333333333335,0.4411764705882353,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex|striatum,striatum|cerebellum|cortex
mk3,mend2a,mexo2a,h1_router_fb_cortex_striatum,0.8662962962962962,0.8666666666666667,0.8823529411764706,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex|striatum,striatum|cortex|cerebellum
mk3,mend2b,mexo1,h1_fallback_proxy_top1_top1_a017,0.5230769230769231,0.5444444444444444,0.6071428571428571,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex,striatum|cortex|cerebellum
mk3,mend2b,mexo1,h1_primary_proxy_top3_top4_a007,0.7957875457875457,0.8111111111111112,0.8214285714285714,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex,striatum|cerebellum|cortex
mk3,mend2b,mexo1,h1_router_fb_cerebellum,0.6584757834757835,0.7111111111111111,0.7142857142857143,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex,cerebellum|striatum|cortex
mk3,mend2b,mexo1,h1_router_fb_cortex_striatum,0.6470741901776385,0.6444444444444445,0.7142857142857143,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex,cerebellum|striatum|cortex
mk3,mend2b,mexo2a,h1_fallback_proxy_top1_top1_a017,0.7374005305039787,0.7666666666666666,0.7941176470588235,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex|striatum,cerebellum|cortex|striatum
mk3,mend2b,mexo2a,h1_primary_proxy_top3_top4_a007,0.46285714285714286,0.5333333333333333,0.5294117647058824,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex|striatum,cerebellum|cortex|striatum
mk3,mend2b,mexo2a,h1_router_fb_cerebellum,0.3876923076923077,0.43333333333333335,0.4411764705882353,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex|striatum,cortex|striatum|cerebellum
mk3,mend2b,mexo2a,h1_router_fb_cortex_striatum,0.8662962962962962,0.8666666666666667,0.8823529411764706,3,true,1,0,0,1,true,true,cerebellum,cortex|striatum,cortex|striatum,cerebellum|cortex|striatum
mk3,mend2b,mexo3,h1_fallback_proxy_top1_top1_a017,0.46482426802792937,0.48888888888888893,0.5,3,true,1,0,1,2,true,true,cerebellum,cortex|striatum,cerebellum,striatum|cortex|cerebellum
mk3,mend2b,mexo3,h1_primary_proxy_top3_top4_a007,0.8662962962962962,0.8666666666666667,0.8823529411764706,3,true,1,0,1,2,true,true,cerebellum,cortex|striatum,cerebellum,cortex|cerebellum|striatum
mk3,mend2b,mexo3,h1_router_fb_cerebellum,0.46482426802792937,0.48888888888888893,0.5,3,true,1,0,1,2,true,true,cerebellum,cortex|striatum,cerebellum,cortex|striatum|cerebellum
mk3,mend2b,mexo3,h1_router_fb_cortex_striatum,0.8662962962962962,0.8666666666666667,0.8823529411764706,3,true,1,0,1,2,true,true,cerebellum,cortex|striatum,cerebellum,cortex|striatum|cerebellum
mk3,mend3,mexo2a,h1_fallback_proxy_top1_top1_a017,0.3811252268602541,0.43333333333333335,0.5357142857142857,3,true,1,1,0,2,true,true,cerebellum,cerebellum,cortex|striatum,cortex|striatum|cerebellum
mk3,mend3,mexo2a,h1_primary_proxy_top3_top4_a007,0.11764705882352942,0.19999999999999998,0.21428571428571427,3,true,1,1,0,2,true,true,cerebellum,cerebellum,cortex|striatum,cortex|cerebellum|striatum
mk3,mend3,mexo2a,h1_router_fb_cerebellum,0.06451612903225806,0.09999999999999999,0.10714285714285714,3,true,1,1,0,2,true,true,cerebellum,cerebellum,cortex|striatum,cerebellum|cortex|striatum
mk3,mend3,mexo2a,h1_router_fb_cortex_striatum,0.4781144781144781,0.5333333333333333,0.6428571428571429,3,true,1,1,0,2,true,true,cerebellum,cerebellum,cortex|striatum,cerebellum|cortex|striatum
mk3,mend3,mexo2b,h1_fallback_proxy_top1_top1_a017,0.35217673814165035,0.37777777777777777,0.4642857142857143,3,true,1,1,0,2,true,true,cerebellum,cerebellum,cortex|striatum,cortex|striatum|cerebellum
mk3,mend3,mexo2b,h1_primary_proxy_top3_top4_a007,0.4781144781144781,0.5333333333333333,0.6428571428571429,3,true,1,1,0,2,true,true,cerebellum,cerebellum,cortex|striatum,cortex|cerebellum|striatum
mk3,mend3,mexo2b,h1_router_fb_cerebellum,0.3811252268602541,0.43333333333333335,0.5357142857142857,3,true,1,1,0,2,true,true,cerebellum,cerebellum,cortex|striatum,cortex|striatum|cerebellum
mk3,mend3,mexo2b,h1_router_fb_cortex_striatum,0.4484848484848485,0.4777777777777778,0.5714285714285714,3,true,1,1,0,2,true,true,cerebellum,cerebellum,cortex|striatum,striatum|cortex|cerebellum
mk3,mend3,mexo3,h1_fallback_proxy_top1_top1_a017,0.13914095583787053,0.15555555555555556,0.17857142857142858,1,false,1,1,1,3,true,true,cerebellum,cerebellum,cerebellum,cerebellum
mk3,mend3,mexo3,h1_primary_proxy_top3_top4_a007,0.4781144781144781,0.5333333333333333,0.6428571428571429,1,false,1,1,1,3,true,true,cerebellum,cerebellum,cerebellum,cerebellum
mk3,mend3,mexo3,h1_router_fb_cerebellum,0.13914095583787053,0.15555555555555556,0.17857142857142858,1,false,1,1,1,3,true,true,cerebellum,cerebellum,cerebellum,cerebellum
mk3,mend3,mexo3,h1_router_fb_cortex_striatum,0.4781144781144781,0.5333333333333333,0.6428571428571429,1,false,1,1,1,3,true,true,cerebellum,cerebellum,cerebellum,cerebellum
