holdout_control,holdout_endo,holdout_exo,triplet_seed,center,cfg_tag,base_cfg_path,generated_cfg_path,run_id,run_dir,n_holdout_rows
mk1,mend2b,mexo2b,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_034443_p2lk_1500_ramannet_ss33__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_034443_p2lk_1500_ramannet_ss33__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500,30
mk1,mend2b,mexo2b,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_034502_p2lk_1500_ramannet_ss42__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_034502_p2lk_1500_ramannet_ss42__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,30
mk1,mend2b,mexo2b,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_034558_p2lk_2900_trpatch8_ss11__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_034558_p2lk_2900_trpatch8_ss11__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,30
mk1,mend2b,mexo2b,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_034658_p2lk_2900_trpatch8_ss22__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_034658_p2lk_2900_trpatch8_ss22__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,30
mk1,mend2b,mexo2b,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_034746_p2lk_2900_trpatch8_ss33__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_034746_p2lk_2900_trpatch8_ss33__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,30
mk1,mend2b,mexo2b,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_034846_p2lk_2900_trpatch8_ss42__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_034846_p2lk_2900_trpatch8_ss42__h1ta_c-mk1__e-mend2b__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,30
mk1,mend3,mexo2a,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_034909_p2lk_1500_ramannet_ss11__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_034909_p2lk_1500_ramannet_ss11__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500,24
mk1,mend3,mexo2a,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_034932_p2lk_1500_ramannet_ss22__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_034932_p2lk_1500_ramannet_ss22__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500,24
mk1,mend3,mexo2a,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_034957_p2lk_1500_ramannet_ss33__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_034957_p2lk_1500_ramannet_ss33__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500,24
mk1,mend3,mexo2a,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_035019_p2lk_1500_ramannet_ss42__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035019_p2lk_1500_ramannet_ss42__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500,24
mk1,mend3,mexo2a,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_035103_p2lk_2900_trpatch8_ss11__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035103_p2lk_2900_trpatch8_ss11__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900,24
mk1,mend3,mexo2a,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_035152_p2lk_2900_trpatch8_ss22__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035152_p2lk_2900_trpatch8_ss22__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900,24
mk1,mend3,mexo2a,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_035253_p2lk_2900_trpatch8_ss33__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035253_p2lk_2900_trpatch8_ss33__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900,24
mk1,mend3,mexo2a,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_035355_p2lk_2900_trpatch8_ss42__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035355_p2lk_2900_trpatch8_ss42__h1ta_c-mk1__e-mend3__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900,24
mk1,mend3,mexo2b,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_035420_p2lk_1500_ramannet_ss11__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035420_p2lk_1500_ramannet_ss11__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m01_p2lk_1500_ramannet_ss11__1500,24
mk1,mend3,mexo2b,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_035441_p2lk_1500_ramannet_ss22__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035441_p2lk_1500_ramannet_ss22__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m02_p2lk_1500_ramannet_ss22__1500,24
mk1,mend3,mexo2b,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_035500_p2lk_1500_ramannet_ss33__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035500_p2lk_1500_ramannet_ss33__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500,24
mk1,mend3,mexo2b,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_035518_p2lk_1500_ramannet_ss42__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035518_p2lk_1500_ramannet_ss42__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,24
mk1,mend3,mexo2b,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_035632_p2lk_2900_trpatch8_ss11__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035632_p2lk_2900_trpatch8_ss11__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,24
mk1,mend3,mexo2b,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_035735_p2lk_2900_trpatch8_ss22__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035735_p2lk_2900_trpatch8_ss22__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,24
mk1,mend3,mexo2b,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_035841_p2lk_2900_trpatch8_ss33__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035841_p2lk_2900_trpatch8_ss33__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,24
mk1,mend3,mexo2b,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_035951_p2lk_2900_trpatch8_ss42__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_035951_p2lk_2900_trpatch8_ss42__h1ta_c-mk1__e-mend3__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,24
mk2a,mend3,mexo3,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_040016_p2lk_1500_ramannet_ss11__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040016_p2lk_1500_ramannet_ss11__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m01_p2lk_1500_ramannet_ss11__1500,30
mk2a,mend3,mexo3,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_040034_p2lk_1500_ramannet_ss22__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040034_p2lk_1500_ramannet_ss22__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m02_p2lk_1500_ramannet_ss22__1500,30
mk2a,mend3,mexo3,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_040054_p2lk_1500_ramannet_ss33__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040054_p2lk_1500_ramannet_ss33__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m03_p2lk_1500_ramannet_ss33__1500,30
